id,name,host_id,host_name,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews
380,City Conda,1799,Alice,Neighbourhood C,Shared room,332,12,5
381,Luxury Villa,1375,Alice,Neighbourhood B,Hotel room,251,2,170
382,City Conda,1690,Bob,Neighbourhood C,Entire home/apt,403,3,79
383,Cozy Apt,1691,Elon,Neighbourhood B,Hotel room,413,14,291
384,Beach House,1098,Charlie,Neighbourhood B,Entire home/apt,311,17,223
385,City Conda,1841,Elon,Neighbourhood C,Hotel room,369,3,294
386,Cozy Apt,1033,Alice,Neighbourhood A,Entire home/apt,30,4,42
387,Luxury Villa,1931,Bob,Neighbourhood D,Private room,478,15,244
388,Luxury Villa,1581,Bob,Neighbourhood B,Private room,126,22,49
389,Cozy Apt,1170,Bob,Neighbourhood D,Entire home/apt,116,26,294
390,Luxury Villa,1365,Bob,Neighbourhood B,Hotel room,360,7,129
391,Cozy Apt,1783,Charlie,Neighbourhood D,Private room,281,19,251
392,City Conda,1058,Diana,Neighbourhood B,Hotel room,393,14,164
393,City Conda,1180,Alice,Neighbourhood A,Shared room,44,16,100
394,Cozy Apt,1018,Charlie,Neighbourhood B,Private room,171,27,274
395,City Conda,1225,Elon,Neighbourhood A,Hotel room,340,13,68
396,City Conda,1472,Diana,Neighbourhood B,Hotel room,414,23,43
397,City Conda,1094,Diana,Neighbourhood D,Shared room,318,29,149
398,Shared Dorm,1880,Bob,Neighbourhood C,Hotel room,99,20,134
399,Beach House,1296,Charlie,Neighbourhood B,Entire home/apt,341,17,217
400,Luxury Villa,1592,Elon,Neighbourhood B,Private room,308,17,147
401,Shared Dorm,1174,Bob,Neighbourhood A,Entire home/apt,83,24,125
402,City Conda,1221,Bob,Neighbourhood D,Shared room,375,10,248
403,Cozy Apt,1614,Alice,Neighbourhood A,Entire home/apt,416,7,53
404,City Conda,1053,Diana,Neighbourhood D,Hotel room,331,20,222
405,Beach House,1694,Elon,Neighbourhood D,Shared room,281,17,208
406,City Conda,1862,Diana,Neighbourhood A,Shared room,276,22,143
407,Cozy Apt,1402,Charlie,Neighbourhood C,Entire home/apt,163,27,137
408,Beach House,1317,Alice,Neighbourhood D,Shared room,273,12,224
409,City Conda,1866,Bob,Neighbourhood C,Entire home/apt,438,11,101
410,Beach House,1348,Alice,Neighbourhood A,Entire home/apt,268,10,98
411,Luxury Villa,1442,Bob,Neighbourhood C,Entire home/apt,46,23,282
412,Luxury Villa,1832,Alice,Neighbourhood D,Shared room,441,22,90
413,City Conda,1579,Bob,Neighbourhood A,Shared room,445,28,296
414,Beach House,1539,Diana,Neighbourhood C,Private room,378,22,203
415,Cozy Apt,1785,Diana,Neighbourhood A,Entire home/apt,308,8,237
416,City Conda,1281,Diana,Neighbourhood A,Entire home/apt,262,15,96
417,Luxury Villa,1359,Diana,Neighbourhood C,Entire home/apt,429,22,120
418,Luxury Villa,1914,Alice,Neighbourhood D,Entire home/apt,381,18,116
419,City Conda,1822,Bob,Neighbourhood D,Entire home/apt,183,23,65
420,Beach House,1630,Diana,Neighbourhood D,Entire home/apt,446,13,130
421,Luxury Villa,1891,Alice,Neighbourhood D,Entire home/apt,215,26,266
422,Beach House,1952,Bob,Neighbourhood B,Private room,461,16,91
423,Luxury Villa,1645,Alice,Neighbourhood A,Private room,112,13,76
424,Luxury Villa,1640,Diana,Neighbourhood A,Hotel room,84,4,237
425,Shared Dorm,1007,Charlie,Neighbourhood B,Entire home/apt,454,11,251
426,Luxury Villa,1992,Alice,Neighbourhood A,Entire home/apt,91,27,226
427,Cozy Apt,1562,Diana,Neighbourhood A,Private room,430,19,140
428,City Conda,1490,Elon,Neighbourhood C,Private room,387,8,53
429,City Conda,1340,Bob,Neighbourhood B,Entire home/apt,88,10,139
430,Beach House,1471,Diana,Neighbourhood A,Entire home/apt,171,12,145
431,Luxury Villa,1792,Elon,Neighbourhood A,Private room,495,28,273
432,Cozy Apt,1686,Alice,Neighbourhood B,Private room,178,21,144
433,Beach House,1694,Alice,Neighbourhood B,Hotel room,476,20,166
434,Shared Dorm,1703,Elon,Neighbourhood C,Hotel room,203,11,85
435,Beach House,1248,Elon,Neighbourhood C,Entire home/apt,340,20,140
436,Beach House,1234,Bob,Neighbourhood D,Private room,91,21,44
437,Luxury Villa,1082,Alice,Neighbourhood D,Hotel room,196,28,127
438,Shared Dorm,1092,Elon,Neighbourhood C,Entire home/apt,199,4,116
439,Beach House,1884,Charlie,Neighbourhood A,Hotel room,333,19,146
440,Cozy Apt,1393,Charlie,Neighbourhood B,Hotel room,132,20,146
441,Cozy Apt,1823,Elon,Neighbourhood C,Hotel room,57,10,20
442,City Conda,1267,Bob,Neighbourhood D,Shared room,113,15,23
443,Shared Dorm,1416,Alice,Neighbourhood B,Entire home/apt,163,13,157
444,Shared Dorm,1631,Charlie,Neighbourhood D,Hotel room,88,13,47
445,City Conda,1582,Elon,Neighbourhood A,Entire home/apt,119,21,109
446,Beach House,1528,Elon,Neighbourhood A,Entire home/apt,99,28,58
447,Shared Dorm,1252,Diana,Neighbourhood D,Private room,452,18,16
448,Cozy Apt,1956,Elon,Neighbourhood B,Entire home/apt,214,7,54
449,Cozy Apt,1121,Bob,Neighbourhood D,Hotel room,467,14,136
450,Luxury Villa,1891,Charlie,Neighbourhood B,Entire home/apt,89,5,76
451,Shared Dorm,1009,Diana,Neighbourhood C,Private room,174,9,269
452,Beach House,1798,Charlie,Neighbourhood D,Shared room,197,22,179
453,City Conda,1315,Charlie,Neighbourhood D,Shared room,95,27,84
454,City Conda,1837,Bob,Neighbourhood B,Private room,400,17,299
455,Beach House,1272,Elon,Neighbourhood C,Hotel room,153,25,138
456,Luxury Villa,1305,Bob,Neighbourhood B,Hotel room,242,5,169
457,City Conda,1804,Elon,Neighbourhood B,Hotel room,211,16,241
458,Shared Dorm,1209,Diana,Neighbourhood D,Entire home/apt,100,9,63
459,Luxury Villa,1957,Bob,Neighbourhood D,Shared room,73,17,239
460,Shared Dorm,1729,Bob,Neighbourhood B,Hotel room,369,18,94
461,Cozy Apt,1752,Alice,Neighbourhood A,Shared room,224,3,145
462,Luxury Villa,1885,Bob,Neighbourhood A,Private room,86,28,48
463,City Conda,1463,Alice,Neighbourhood A,Shared room,321,5,144
464,Luxury Villa,1711,Elon,Neighbourhood D,Hotel room,86,22,258
465,Luxury Villa,1727,Elon,Neighbourhood D,Shared room,406,21,158
466,Luxury Villa,1716,Elon,Neighbourhood C,Private room,200,17,216
467,Luxury Villa,1924,Alice,Neighbourhood D,Shared room,329,20,16
468,Shared Dorm,1415,Elon,Neighbourhood C,Entire home/apt,347,22,80
469,Cozy Apt,1215,Charlie,Neighbourhood D,Private room,400,4,183
470,Beach House,1079,Bob,Neighbourhood A,Entire home/apt,112,4,282
471,Luxury Villa,1778,Alice,Neighbourhood A,Entire home/apt,346,21,70
472,City Conda,1479,Elon,Neighbourhood B,Hotel room,123,24,89
473,Luxury Villa,1901,Charlie,Neighbourhood B,Hotel room,296,21,196
474,City Conda,1890,Bob,Neighbourhood C,Private room,362,7,129
475,Shared Dorm,1546,Bob,Neighbourhood C,Hotel room,405,8,79
476,City Conda,1800,Elon,Neighbourhood B,Shared room,190,22,202
477,Beach House,1017,Charlie,Neighbourhood C,Private room,131,22,230
478,Cozy Apt,1164,Alice,Neighbourhood D,Hotel room,406,2,86
479,City Conda,1524,Elon,Neighbourhood A,Hotel room,141,29,226
480,City Conda,1201,Bob,Neighbourhood B,Shared room,95,29,5
481,Cozy Apt,1740,Bob,Neighbourhood B,Entire home/apt,139,10,224
482,Beach House,1345,Bob,Neighbourhood D,Shared room,149,5,145
483,Luxury Villa,1365,Elon,Neighbourhood C,Entire home/apt,308,17,54
484,City Conda,1976,Diana,Neighbourhood B,Hotel room,271,25,66
485,Cozy Apt,1447,Diana,Neighbourhood B,Entire home/apt,462,7,184
486,Shared Dorm,1512,Diana,Neighbourhood D,Entire home/apt,177,2,146
487,Cozy Apt,1318,Charlie,Neighbourhood A,Hotel room,271,6,73
488,Shared Dorm,1216,Elon,Neighbourhood B,Private room,251,10,138
489,Beach House,1033,Bob,Neighbourhood B,Shared room,300,9,223
490,Luxury Villa,1870,Charlie,Neighbourhood D,Hotel room,479,28,231
491,Cozy Apt,1265,Diana,Neighbourhood B,Shared room,315,5,182
492,City Conda,1639,Alice,Neighbourhood B,Shared room,33,3,95
493,Beach House,1723,Charlie,Neighbourhood A,Entire home/apt,349,11,247
494,Cozy Apt,1774,Charlie,Neighbourhood B,Hotel room,350,10,131
495,City Conda,1823,Elon,Neighbourhood D,Private room,37,16,12
496,Cozy Apt,1079,Charlie,Neighbourhood A,Shared room,81,27,69
497,Shared Dorm,1676,Elon,Neighbourhood A,Shared room,171,20,255
498,Cozy Apt,1412,Alice,Neighbourhood A,Private room,343,19,187
499,Cozy Apt,1251,Bob,Neighbourhood C,Shared room,296,1,88
500,Cozy Apt,1011,Bob,Neighbourhood D,Hotel room,344,26,153
501,Beach House,1400,Diana,Neighbourhood C,Private room,309,11,149
502,Cozy Apt,1815,Diana,Neighbourhood B,Hotel room,117,29,131
503,City Conda,1723,Alice,Neighbourhood A,Private room,189,15,143
504,Shared Dorm,1281,Bob,Neighbourhood C,Shared room,331,7,246
505,Shared Dorm,1111,Diana,Neighbourhood B,Private room,57,8,62
506,Cozy Apt,1722,Charlie,Neighbourhood C,Hotel room,45,16,169
507,Beach House,1377,Elon,Neighbourhood A,Private room,327,18,235
508,Beach House,1750,Diana,Neighbourhood B,Shared room,388,24,288
509,City Conda,1267,Alice,Neighbourhood A,Entire home/apt,301,28,122
510,Cozy Apt,1916,Bob,Neighbourhood A,Shared room,129,25,269
511,Shared Dorm,1297,Alice,Neighbourhood C,Shared room,425,23,7
512,Beach House,1316,Elon,Neighbourhood D,Entire home/apt,233,11,217
513,Cozy Apt,1569,Elon,Neighbourhood B,Private room,219,1,173
514,Beach House,1508,Alice,Neighbourhood B,Shared room,63,16,125
515,Beach House,1949,Diana,Neighbourhood D,Entire home/apt,323,4,48
516,Shared Dorm,1545,Diana,Neighbourhood B,Hotel room,412,23,235
517,Luxury Villa,1774,Bob,Neighbourhood C,Entire home/apt,497,6,255
518,City Conda,1364,Bob,Neighbourhood B,Shared room,460,11,115
519,City Conda,1546,Charlie,Neighbourhood C,Hotel room,492,24,278
520,Shared Dorm,1270,Charlie,Neighbourhood B,Shared room,307,6,84
521,Beach House,1960,Bob,Neighbourhood C,Entire home/apt,365,10,119
522,Cozy Apt,1473,Charlie,Neighbourhood D,Hotel room,373,6,49
523,Beach House,1738,Alice,Neighbourhood B,Shared room,288,10,163
524,Shared Dorm,1536,Diana,Neighbourhood C,Entire home/apt,286,22,147
525,City Conda,1233,Charlie,Neighbourhood A,Hotel room,82,23,42
526,Beach House,1058,Charlie,Neighbourhood A,Shared room,221,5,135
527,City Conda,1250,Alice,Neighbourhood A,Entire home/apt,201,28,245
528,Cozy Apt,1846,Elon,Neighbourhood B,Shared room,76,27,217
529,City Conda,1085,Bob,Neighbourhood C,Shared room,451,9,280
530,City Conda,1762,Alice,Neighbourhood A,Shared room,220,7,233
531,Luxury Villa,1389,Elon,Neighbourhood B,Private room,400,17,262
532,Luxury Villa,1179,Alice,Neighbourhood C,Shared room,494,27,114
533,Luxury Villa,1718,Diana,Neighbourhood A,Hotel room,70,12,188
534,City Conda,1855,Alice,Neighbourhood A,Entire home/apt,434,28,196
535,Shared Dorm,1148,Alice,Neighbourhood B,Entire home/apt,458,25,37
536,City Conda,1582,Diana,Neighbourhood C,Private room,426,11,11
537,Shared Dorm,1120,Bob,Neighbourhood B,Private room,223,6,123
538,Shared Dorm,1764,Elon,Neighbourhood A,Private room,95,27,43
539,Luxury Villa,1604,Charlie,Neighbourhood B,Shared room,72,24,13
540,Beach House,1255,Bob,Neighbourhood B,Shared room,219,25,51
541,Cozy Apt,1765,Alice,Neighbourhood A,Hotel room,118,11,244
542,Luxury Villa,1863,Charlie,Neighbourhood A,Entire home/apt,205,11,179
543,Luxury Villa,1799,Diana,Neighbourhood C,Entire home/apt,398,14,129
544,Beach House,1308,Bob,Neighbourhood C,Shared room,55,16,99
545,Cozy Apt,1058,Elon,Neighbourhood A,Entire home/apt,128,2,283
546,City Conda,1068,Bob,Neighbourhood A,Shared room,90,2,110
547,City Conda,1445,Bob,Neighbourhood D,Private room,410,5,287
548,Luxury Villa,1387,Charlie,Neighbourhood D,Shared room,279,14,91
549,Cozy Apt,1085,Diana,Neighbourhood C,Hotel room,404,21,75
550,Luxury Villa,1785,Diana,Neighbourhood B,Shared room,347,28,204
551,Shared Dorm,1226,Bob,Neighbourhood A,Shared room,254,10,21
552,Luxury Villa,1592,Diana,Neighbourhood A,Entire home/apt,111,10,169
553,Luxury Villa,1625,Charlie,Neighbourhood B,Shared room,427,18,156
554,City Conda,1183,Charlie,Neighbourhood C,Hotel room,211,26,221
555,City Conda,1791,Elon,Neighbourhood D,Shared room,454,20,67
556,City Conda,1321,Diana,Neighbourhood C,Shared room,217,9,160
557,Shared Dorm,1908,Elon,Neighbourhood B,Private room,422,4,173
558,City Conda,1317,Alice,Neighbourhood A,Shared room,73,17,37
559,Cozy Apt,1565,Charlie,Neighbourhood D,Shared room,341,21,25
560,Beach House,1398,Bob,Neighbourhood B,Shared room,288,2,253
561,Cozy Apt,1708,Charlie,Neighbourhood A,Hotel room,127,14,298
562,Cozy Apt,1898,Alice,Neighbourhood C,Entire home/apt,382,22,282
563,City Conda,1292,Bob,Neighbourhood D,Private room,120,1,246
564,Beach House,1292,Diana,Neighbourhood A,Private room,344,23,10
565,Beach House,1484,Diana,Neighbourhood A,Shared room,358,7,237
566,Beach House,1898,Charlie,Neighbourhood A,Shared room,170,4,106
567,Shared Dorm,1446,Bob,Neighbourhood A,Entire home/apt,443,9,0
568,City Conda,1802,Bob,Neighbourhood A,Shared room,338,3,10
569,Beach House,1691,Elon,Neighbourhood C,Hotel room,281,5,157
570,Shared Dorm,1982,Alice,Neighbourhood B,Entire home/apt,237,21,87
571,Luxury Villa,1891,Diana,Neighbourhood D,Shared room,208,24,241
572,Luxury Villa,1411,Charlie,Neighbourhood C,Entire home/apt,327,10,131
573,Shared Dorm,1507,Bob,Neighbourhood D,Private room,439,10,85
574,Shared Dorm,1733,Diana,Neighbourhood A,Shared room,216,4,109
575,City Conda,1785,Charlie,Neighbourhood B,Entire home/apt,354,17,110
576,City Conda,1889,Diana,Neighbourhood A,Entire home/apt,139,27,207
577,Luxury Villa,1243,Charlie,Neighbourhood C,Shared room,248,21,288
578,Beach House,1419,Diana,Neighbourhood C,Entire home/apt,492,17,73
579,Luxury Villa,1928,Elon,Neighbourhood D,Shared room,377,19,248
580,Beach House,1959,Alice,Neighbourhood A,Shared room,32,6,107
581,Beach House,1153,Diana,Neighbourhood A,Hotel room,70,1,3
582,City Conda,1815,Alice,Neighbourhood B,Hotel room,154,26,214
583,Cozy Apt,1423,Diana,Neighbourhood B,Entire home/apt,286,14,178
584,Cozy Apt,1272,Bob,Neighbourhood A,Entire home/apt,222,13,154
585,Shared Dorm,1935,Elon,Neighbourhood D,Entire home/apt,144,3,288
586,City Conda,1646,Elon,Neighbourhood B,Private room,99,23,224
587,Beach House,1824,Alice,Neighbourhood A,Shared room,488,2,104
588,Cozy Apt,1519,Bob,Neighbourhood A,Shared room,411,22,83
589,Beach House,1127,Charlie,Neighbourhood A,Private room,335,7,76
590,Cozy Apt,1372,Elon,Neighbourhood C,Private room,365,28,202
591,Cozy Apt,1567,Bob,Neighbourhood D,Entire home/apt,126,12,240
592,Cozy Apt,1637,Bob,Neighbourhood A,Shared room,245,2,287
593,City Conda,1158,Alice,Neighbourhood A,Hotel room,344,11,194
594,Luxury Villa,1570,Bob,Neighbourhood A,Hotel room,253,16,204
595,Beach House,1569,Bob,Neighbourhood B,Private room,359,27,213
596,City Conda,1651,Charlie,Neighbourhood A,Private room,348,5,18
597,City Conda,1175,Alice,Neighbourhood C,Shared room,310,26,158
598,City Conda,1926,Alice,Neighbourhood C,Shared room,423,28,211
599,City Conda,1619,Bob,Neighbourhood D,Hotel room,362,26,52
600,City Conda,1210,Charlie,Neighbourhood A,Shared room,409,17,87
601,Shared Dorm,1446,Diana,Neighbourhood A,Entire home/apt,158,3,159
602,Beach House,1585,Elon,Neighbourhood A,Private room,128,14,8
603,City Conda,1166,Alice,Neighbourhood C,Hotel room,299,16,178
604,Beach House,1459,Charlie,Neighbourhood B,Hotel room,434,17,82
605,Shared Dorm,1915,Charlie,Neighbourhood B,Entire home/apt,276,28,150
606,Shared Dorm,1356,Bob,Neighbourhood A,Shared room,215,19,24
607,Beach House,1303,Elon,Neighbourhood B,Shared room,273,4,224
608,Cozy Apt,1232,Alice,Neighbourhood D,Private room,67,28,193
609,Luxury Villa,1326,Diana,Neighbourhood C,Entire home/apt,286,28,117
610,Cozy Apt,1883,Bob,Neighbourhood A,Hotel room,369,21,247
611,Cozy Apt,1181,Alice,Neighbourhood B,Entire home/apt,277,20,77
612,Cozy Apt,1633,Alice,Neighbourhood A,Hotel room,162,20,151
613,City Conda,1333,Charlie,Neighbourhood A,Entire home/apt,73,25,55
614,Shared Dorm,1714,Elon,Neighbourhood C,Shared room,222,25,258
615,Cozy Apt,1966,Diana,Neighbourhood C,Hotel room,86,9,22
616,Shared Dorm,1028,Elon,Neighbourhood B,Private room,277,11,161
617,Beach House,1713,Charlie,Neighbourhood C,Entire home/apt,133,5,264
618,Luxury Villa,1092,Diana,Neighbourhood D,Shared room,74,11,81
619,Beach House,1840,Diana,Neighbourhood A,Hotel room,89,13,58
620,Beach House,1867,Bob,Neighbourhood C,Shared room,95,21,65
621,City Conda,1687,Diana,Neighbourhood B,Entire home/apt,252,2,114
622,Luxury Villa,1329,Alice,Neighbourhood B,Private room,76,22,290
623,Beach House,1722,Elon,Neighbourhood B,Private room,267,2,241
624,Beach House,1183,Elon,Neighbourhood D,Entire home/apt,400,10,108
625,Luxury Villa,1094,Bob,Neighbourhood C,Hotel room,55,13,31
626,Luxury Villa,1784,Diana,Neighbourhood C,Shared room,422,5,212
627,Beach House,1648,Charlie,Neighbourhood D,Shared room,336,11,87
628,Luxury Villa,1748,Alice,Neighbourhood C,Hotel room,123,29,61
629,Beach House,1352,Bob,Neighbourhood C,Entire home/apt,139,15,2
630,Beach House,1929,Diana,Neighbourhood C,Shared room,421,28,261
631,City Conda,1940,Charlie,Neighbourhood D,Shared room,290,28,111
632,Cozy Apt,1983,Diana,Neighbourhood D,Entire home/apt,283,5,11
633,Beach House,1264,Bob,Neighbourhood B,Shared room,324,20,52
634,Shared Dorm,1646,Charlie,Neighbourhood D,Hotel room,353,5,147
635,Cozy Apt,1655,Charlie,Neighbourhood D,Hotel room,69,7,133
636,Cozy Apt,1018,Charlie,Neighbourhood B,Entire home/apt,321,10,83
637,Cozy Apt,1742,Charlie,Neighbourhood D,Entire home/apt,434,29,183
638,City Conda,1645,Diana,Neighbourhood C,Hotel room,283,2,168
639,Beach House,1625,Charlie,Neighbourhood A,Entire home/apt,126,1,48
640,City Conda,1498,Diana,Neighbourhood B,Hotel room,55,20,107
641,Beach House,1138,Charlie,Neighbourhood A,Hotel room,133,23,192
642,City Conda,1636,Charlie,Neighbourhood A,Hotel room,132,1,213
643,City Conda,1715,Bob,Neighbourhood B,Shared room,104,4,94
644,Shared Dorm,1572,Diana,Neighbourhood A,Entire home/apt,114,15,30
645,City Conda,1761,Diana,Neighbourhood A,Shared room,243,15,155
646,Luxury Villa,1809,Elon,Neighbourhood B,Entire home/apt,142,6,11
647,Shared Dorm,1524,Bob,Neighbourhood B,Private room,341,6,271
648,City Conda,1907,Diana,Neighbourhood C,Shared room,86,1,224
649,Cozy Apt,1254,Bob,Neighbourhood B,Shared room,472,7,162
650,Luxury Villa,1084,Bob,Neighbourhood D,Shared room,413,5,43
651,Luxury Villa,1457,Bob,Neighbourhood A,Private room,130,22,225
652,Luxury Villa,1531,Alice,Neighbourhood B,Entire home/apt,279,17,252
653,Shared Dorm,1561,Diana,Neighbourhood C,Private room,164,7,232
654,City Conda,1675,Bob,Neighbourhood B,Entire home/apt,455,4,258
655,City Conda,1091,Alice,Neighbourhood A,Entire home/apt,170,3,286
656,Cozy Apt,1599,Alice,Neighbourhood B,Entire home/apt,113,12,179
657,Cozy Apt,1068,Charlie,Neighbourhood A,Entire home/apt,236,27,222
658,Luxury Villa,1036,Charlie,Neighbourhood B,Entire home/apt,259,29,115
659,Cozy Apt,1764,Diana,Neighbourhood C,Private room,447,15,4
660,Shared Dorm,1763,Charlie,Neighbourhood D,Shared room,385,20,260
661,City Conda,1139,Diana,Neighbourhood C,Private room,466,9,65
662,Luxury Villa,1866,Alice,Neighbourhood B,Shared room,331,21,14
663,Cozy Apt,1892,Alice,Neighbourhood A,Shared room,470,12,148
664,Shared Dorm,1679,Diana,Neighbourhood C,Hotel room,90,5,100
665,Shared Dorm,1565,Charlie,Neighbourhood D,Shared room,246,8,266
666,Cozy Apt,1897,Charlie,Neighbourhood D,Private room,85,15,217
667,City Conda,1177,Diana,Neighbourhood A,Hotel room,58,7,41
668,Cozy Apt,1808,Elon,Neighbourhood B,Entire home/apt,140,19,65
669,Luxury Villa,1812,Charlie,Neighbourhood C,Entire home/apt,121,13,119
670,Cozy Apt,1870,Bob,Neighbourhood C,Shared room,171,1,244
671,Shared Dorm,1617,Charlie,Neighbourhood A,Entire home/apt,481,28,286
672,Cozy Apt,1136,Elon,Neighbourhood C,Entire home/apt,131,11,47
673,City Conda,1189,Alice,Neighbourhood A,Hotel room,100,13,287
674,Beach House,1639,Alice,Neighbourhood A,Private room,42,2,254
675,Cozy Apt,1341,Alice,Neighbourhood B,Entire home/apt,430,19,154
676,City Conda,1558,Charlie,Neighbourhood A,Entire home/apt,186,11,260
677,City Conda,1004,Alice,Neighbourhood C,Private room,110,1,16
678,Shared Dorm,1971,Elon,Neighbourhood A,Hotel room,129,1,202
679,City Conda,1256,Elon,Neighbourhood C,Hotel room,112,8,165
680,City Conda,1811,Charlie,Neighbourhood A,Entire home/apt,247,13,47
681,City Conda,1661,Bob,Neighbourhood B,Shared room,401,8,228
682,City Conda,1805,Charlie,Neighbourhood B,Private room,266,2,212
683,Luxury Villa,1242,Alice,Neighbourhood A,Hotel room,154,8,215
684,Luxury Villa,1786,Charlie,Neighbourhood A,Entire home/apt,230,27,168
685,Shared Dorm,1719,Elon,Neighbourhood A,Hotel room,31,29,21
686,Cozy Apt,1414,Charlie,Neighbourhood B,Entire home/apt,91,14,274
687,City Conda,1626,Charlie,Neighbourhood D,Private room,49,2,112
688,Cozy Apt,1706,Bob,Neighbourhood A,Shared room,239,13,202
689,Cozy Apt,1342,Elon,Neighbourhood D,Private room,469,27,32
690,Shared Dorm,1681,Diana,Neighbourhood A,Hotel room,375,5,88
691,City Conda,1378,Diana,Neighbourhood C,Hotel room,209,1,133
